step,mean_reward,success_rate,total_episodes,fps
1001,7.482352587271212,0.0,703,274.115141447363
2001,7.487004418233861,0.0,1404,287.6756281316656
3001,7.47975198256217,0.0,2107,290.0725278235966
4001,7.502790482996026,0.0,2808,290.98179989192226
