step,mean_reward,success_rate,total_episodes,fps
1001,7.620077730408797,0.0,705,276.1069845781593
2001,7.6444173182156065,0.0,1410,281.1565556391755
3001,7.572651108021192,0.0,2109,286.278133198948
4001,7.5459016697040555,0.0,2819,288.31685190607635
